,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
373,Pacific Grove,36.62,-121.92,13.89,89,2,0.89,US,1590031629
374,Lynn Haven,30.25,-85.65,20.56,94,1,1.65,US,1590031629
375,Hamina,60.57,27.2,4.44,80,90,7.2,FI,1590031630
376,Houma,29.6,-90.72,25.0,88,1,1.91,US,1590031631
377,Inuvik,68.35,-133.72,8.0,31,20,1.5,CA,1590031631
378,Babynino,54.39,35.73,4.0,93,19,4.0,RU,1590031631
379,Oyugis,-0.51,34.74,16.31,86,51,2.87,KE,1590031631
380,Dawei,14.08,98.2,31.45,63,100,2.04,MM,1590031631
381,Jiuquan,39.74,98.52,22.41,25,30,1.9,CN,1590031631
382,Ambositra,-20.52,47.25,11.77,92,100,3.68,MG,1590031631
383,Edd,13.93,41.69,31.75,50,98,0.41,ER,1590031631
384,Igarka,67.47,86.58,16.98,62,82,7.13,RU,1590031631
385,Kieta,-6.22,155.63,29.29,72,100,2.51,PG,1590031631
386,Deputatsky,69.3,139.9,5.23,67,99,3.37,RU,1590031631
387,Luwuk,-0.95,122.79,29.59,74,74,2.37,ID,1590031595
388,Necochea,-38.55,-58.74,12.22,85,100,6.71,AR,1590031632
389,Doha,25.29,51.53,32.78,74,0,2.1,QA,1590031333
390,Khovd,48.01,91.64,20.79,23,22,2.4,MN,1590031632
391,Guilin,25.28,110.29,26.0,83,90,2.02,CN,1590031623
392,Mackenzie,55.3,-123.17,10.0,81,90,3.6,CA,1590031632
393,Teahupoo,-17.83,-149.27,29.0,66,40,2.6,PF,1590031632
394,Meulaboh,4.14,96.13,29.61,67,100,2.59,ID,1590031632
395,Guerrero Negro,27.98,-114.06,17.64,72,0,7.73,MX,1590031632
396,Bavly,54.39,53.26,6.5,91,100,5.29,RU,1590031632
397,Dongsheng,39.82,109.98,22.27,25,0,8.63,CN,1590031633
398,Nianzishan,47.52,122.88,20.63,31,12,4.63,CN,1590031633
399,Baghdad,33.34,44.4,22.0,46,0,1.0,IQ,1590031622
400,Newcastle,-32.93,151.78,15.56,100,75,3.1,AU,1590031373
401,Ostrovnoy,68.05,39.51,1.1,89,100,11.88,RU,1590031633
402,Kloulklubed,7.04,134.26,30.0,74,75,4.6,PW,1590031445
403,El Salvador,13.83,-88.92,26.0,94,20,0.5,SV,1590031633
404,Nouna,12.73,-3.87,33.14,25,0,1.82,BF,1590031633
405,Belaya Gora,68.53,146.42,10.04,45,84,3.51,RU,1590031633
406,García,25.82,-100.58,30.0,55,40,1.5,MX,1590031633
407,Bara,10.37,10.73,27.35,63,67,5.06,NG,1590031633
408,Bilibino,68.05,166.44,-0.09,92,47,2.78,RU,1590031633
409,Nosy Varika,-20.58,48.53,20.39,83,33,2.97,MG,1590031633
410,Aizpute,56.72,21.6,7.0,70,0,3.1,LV,1590031633
411,Pula,44.87,13.85,17.0,45,0,4.1,HR,1590031634
412,Quatre Cocos,-20.21,57.76,21.67,88,75,5.7,MU,1590031634
413,Mahon,39.89,4.27,16.0,72,0,1.0,ES,1590031634
414,Dalby,-27.18,151.27,17.22,95,100,1.79,AU,1590031634
415,Lang Son,21.83,106.73,33.22,55,92,2.36,VN,1590031634
416,West Bay,19.37,-81.42,28.33,76,2,0.45,KY,1590031634
417,Tabou,4.42,-7.35,26.15,90,93,3.68,CI,1590031634
418,Piney Green,34.72,-77.32,21.11,88,90,7.7,US,1590031634
419,Chase,50.82,-119.69,16.11,84,100,1.88,CA,1590031634
420,Atherton,53.52,-2.49,11.67,65,29,2.08,GB,1590031634
421,Verkhoyansk,67.54,133.38,10.55,45,64,5.71,RU,1590031634
422,Zermatt,46.02,7.75,8.89,80,0,0.89,CH,1590031634
423,Sosnovo-Ozerskoye,52.52,111.54,14.2,48,21,4.69,RU,1590031635
424,Quimper,48.0,-4.1,13.0,93,20,1.5,FR,1590031635
425,Nyurba,63.28,118.33,17.94,37,0,3.3,RU,1590031636
426,Fare,-16.7,-151.02,26.77,79,12,8.74,PF,1590031636
427,Middleton,53.55,-2.2,12.78,86,0,2.0,GB,1590031636
428,Nemuro,43.32,145.57,9.0,66,20,5.1,JP,1590031636
429,Arlit,18.74,7.39,33.11,11,68,5.72,NE,1590031636
430,Puerto Cabezas,14.04,-83.39,26.03,89,92,2.29,NI,1590031636
431,Pringsewu,-5.36,104.97,30.26,62,47,0.96,ID,1590031636
432,Chake Chake,-5.25,39.77,24.99,82,84,5.88,TZ,1590031636
433,Eureka,40.8,-124.16,14.44,73,18,3.13,US,1590031629
434,Kungurtug,50.6,97.52,19.41,28,32,3.62,RU,1590031636
435,Lüderitz,-26.65,15.16,18.0,36,0,3.6,NA,1590031636
436,Marrakesh,31.63,-8.01,20.0,56,0,2.1,MA,1590031579
437,Labuhan,-6.88,112.21,29.84,69,49,2.41,ID,1590031636
438,Azul,-36.78,-59.86,10.0,86,100,1.34,AR,1590031636
439,Santa Cruz Cabrália,-16.28,-39.02,25.0,78,75,2.6,BR,1590031636
440,Hay River,60.82,-115.8,3.0,78,75,5.1,CA,1590031637
441,Porto Murtinho,-21.7,-57.88,26.48,64,11,3.65,BR,1590031637
442,Varhaug,58.61,5.65,10.0,76,75,3.1,NO,1590031637
443,Beloha,-25.17,45.05,16.37,86,0,4.31,MG,1590031637
444,Adrar,20.5,-10.07,30.13,18,18,2.45,MR,1590031637
445,Eilenburg,51.46,12.63,9.44,81,42,3.1,DE,1590031637
446,Bilma,18.69,12.92,26.09,14,0,2.21,NE,1590031637
447,Haines Junction,60.75,-137.51,10.98,49,93,1.67,CA,1590031637
448,Bac Lieu,9.29,105.72,32.62,54,100,3.71,VN,1590031537
449,Urusha,54.05,122.9,17.42,50,100,0.5,RU,1590031638
450,Chegdomyn,51.12,133.02,19.81,36,97,4.44,RU,1590031638
451,Saint Anthony,45.02,-93.22,21.67,52,1,3.6,US,1590031357
452,Ciceu-Giurgeşti,47.25,24.02,10.0,71,40,0.5,RO,1590031639
453,Montrose,38.42,-108.27,16.0,8,1,3.6,US,1590031639
454,Lázaro Cárdenas,17.96,-102.2,24.52,84,40,1.53,MX,1590031639
455,Sembakung,3.82,117.25,35.14,52,90,0.57,ID,1590031640
456,Hervey Bay,-25.3,152.85,21.11,90,100,1.34,AU,1590031640
457,Lodwar,3.12,35.6,26.92,62,4,7.47,KE,1590031640
458,Khuzhir,53.19,107.34,7.61,73,100,2.53,RU,1590031640
459,Saint-Augustin,51.23,-58.65,9.95,76,100,3.98,CA,1590031640
460,Xuzhou,34.18,117.16,29.86,27,1,3.75,CN,1590031640
461,Altamont,42.21,-121.74,10.56,57,1,5.7,US,1590031640
462,Vao,-22.67,167.48,21.6,68,51,8.6,NC,1590031640
463,Pampilhosa,40.34,-8.43,15.0,91,100,0.22,PT,1590031640
464,Kariba,-16.52,28.8,12.87,78,71,1.23,ZW,1590031640
465,São João da Barra,-21.64,-41.05,22.21,71,33,3.88,BR,1590031640
466,Örnsköldsvik,63.29,18.72,0.0,78,0,1.5,SE,1590031640
467,Bongor,10.28,15.37,27.97,63,69,4.68,TD,1590031640
468,Springdale,36.19,-94.13,19.0,88,75,3.6,US,1590031620
469,Prome,18.82,95.22,34.03,48,100,4.99,MM,1590031641
470,Aksay,47.26,39.87,14.44,93,40,3.0,RU,1590031641
471,Gisborne,-38.65,178.0,16.67,51,0,3.13,NZ,1590031642
472,Oskaloosa,41.3,-92.64,16.0,82,90,4.6,US,1590031642
473,Alta Floresta,-9.88,-56.09,22.05,97,63,1.22,BR,1590031642
474,Alyangula,-13.85,136.42,27.0,57,75,5.1,AU,1590031642
475,Niquelândia,-14.47,-48.46,19.87,82,3,2.74,BR,1590031642
476,La Libertad,-2.23,-80.9,23.26,82,1,3.47,EC,1590031642
477,Dongobesh,-4.07,35.38,12.47,96,49,3.86,TZ,1590031642
478,Fort Nelson,58.81,-122.7,6.0,93,90,3.6,CA,1590031642
479,Nushki,29.55,66.02,25.42,20,42,2.54,PK,1590031642
480,Berlevåg,70.86,29.09,2.27,82,82,5.22,NO,1590031642
481,Fort-Shevchenko,44.51,50.26,16.37,75,69,6.1,KZ,1590031642
482,Sørland,67.67,12.69,4.37,69,98,1.21,NO,1590031643
483,Bathsheba,13.22,-59.52,27.0,78,20,5.1,BB,1590031643
484,Buraidah,26.33,43.98,22.0,43,0,3.1,SA,1590031643
485,Saint-Pierre,-21.34,55.48,22.0,64,90,4.6,RE,1590031643
486,Hammerfest,70.66,23.68,2.0,74,0,3.1,NO,1590031643
487,Batagay-Alyta,67.8,130.41,7.08,55,57,5.66,RU,1590031643
488,Mbekenyera,-10.0,38.98,18.37,93,0,2.2,TZ,1590031643
489,Teguise,29.06,-13.56,19.0,77,0,10.3,ES,1590031643
490,Yārāda,17.65,83.27,32.0,66,40,4.6,IN,1590031643
491,Presidencia Roque Sáenz Peña,-26.79,-60.44,22.13,91,100,2.59,AR,1590031643
492,Neyshabur,36.21,58.8,16.75,39,0,1.31,IR,1590031643
493,Bielefeld,52.03,8.53,8.89,95,45,1.06,DE,1590031265
494,Ust-Nera,64.57,143.2,10.03,47,1,1.37,RU,1590031643
495,Terrace,54.52,-128.6,9.0,81,75,7.7,CA,1590031643
496,Zhigansk,66.77,123.37,6.61,66,49,7.96,RU,1590031643
497,Taoudenni,22.68,-3.98,28.63,14,0,5.09,ML,1590031643
498,Hambantota,6.12,81.12,29.25,73,38,9.44,LK,1590031643
499,Grindavik,63.84,-22.43,7.0,100,75,10.8,IS,1590031644
500,Uvira,-3.41,29.15,22.23,67,37,1.45,CD,1590031644
501,Asti,44.9,8.21,15.56,88,76,1.34,IT,1590031644
502,Merritt Island,28.54,-80.67,26.67,83,1,5.7,US,1590031363
503,Morant Bay,17.88,-76.41,29.0,66,20,7.2,JM,1590031644
504,Mahajanga,-15.72,46.32,21.0,68,20,3.6,MG,1590031644
505,Qaqortoq,60.72,-46.03,8.0,26,20,7.7,GL,1590031644
506,At-Bashi,41.17,75.81,7.78,55,0,0.83,KG,1590031644
507,Ormara,25.21,64.64,30.13,63,2,4.74,PK,1590031645
508,Aktau,43.65,51.2,18.0,68,20,8.0,KZ,1590031645
509,Puerto Limón,10.0,-83.03,25.56,89,100,3.04,CR,1590031646
510,Hirara,24.8,125.28,22.0,100,75,9.3,JP,1590031646
511,Itarema,-2.92,-39.92,25.36,89,100,4.01,BR,1590031646
512,San Cristobal,7.77,-72.22,20.13,80,23,1.49,VE,1590031646
513,Asamankese,5.86,-0.66,27.0,88,96,3.6,GH,1590031647
514,Pāli,25.77,73.33,33.6,15,0,4.82,IN,1590031647
515,Grand Gaube,-20.01,57.66,21.67,84,37,3.13,MU,1590031648
516,Raudeberg,61.99,5.14,8.89,76,100,2.53,NO,1590031648
517,Sosnovskoye,55.81,43.17,7.0,87,0,2.02,RU,1590031648
518,Fairview,40.81,-74.0,11.11,43,1,3.55,US,1590031648
519,Châtellerault,46.8,0.53,14.0,87,20,1.5,FR,1590031648
520,Huarmey,-10.07,-78.15,18.4,83,0,3.69,PE,1590031648
521,Maceió,-9.67,-35.74,25.0,94,75,4.11,BR,1590031625
522,Sawākin,19.11,37.33,30.46,53,2,2.51,SD,1590031648
523,Kouango,4.99,19.96,21.77,97,100,2.11,CF,1590031648
524,Santiago del Estero,-27.8,-64.26,21.49,47,79,6.24,AR,1590031529
525,Pemangkat,1.17,108.97,26.65,82,100,5.38,ID,1590031648
526,Yangambi,0.81,24.43,21.29,90,99,0.78,CD,1590031648
527,Grootfontein,-19.57,18.12,9.16,50,0,2.91,NA,1590031648
528,Kumul,42.8,93.45,29.75,20,100,5.62,CN,1590031648
529,Progreso,21.28,-89.67,29.0,79,5,4.1,MX,1590031526
530,Travesía,15.87,-87.9,27.59,83,23,3.46,HN,1590031648
531,Russell,32.35,-85.2,16.0,82,1,2.6,US,1590031649
532,Belmonte,-15.86,-38.88,25.0,78,75,2.6,BR,1590031649
533,Tezu,27.92,96.17,25.64,80,100,0.76,IN,1590031649
534,Greystones,53.14,-6.06,12.78,87,75,6.2,IE,1590031649
535,Belyy Yar,53.6,91.39,23.0,40,68,2.0,RU,1590031649
536,Muisne,0.6,-80.03,25.5,85,88,3.49,EC,1590031649
537,Kenai,60.55,-151.26,12.0,75,90,5.7,US,1590031649
538,Marsaxlokk,35.84,14.54,18.33,88,75,5.7,MT,1590031649
539,High Level,58.52,-117.14,17.0,59,75,1.5,CA,1590031649
540,Yazoo City,32.86,-90.41,22.0,82,1,3.0,US,1590031649
541,Jieshi,22.81,115.83,27.97,81,100,2.3,CN,1590031649
542,Bilecik Province,40.0,30.17,17.0,71,88,2.1,TR,1590031649
543,Batagay,67.63,134.63,9.62,49,58,5.36,RU,1590031649
544,Kununurra,-15.77,128.73,20.0,88,90,4.1,AU,1590031649
545,Tikhvin,59.65,33.53,3.85,97,100,1.47,RU,1590031649
546,Río Cuarto,-33.13,-64.35,12.0,66,100,7.7,AR,1590031650
547,Lagunas,-5.23,-75.68,23.33,96,64,0.81,PE,1590031383
548,Bengkulu,-3.8,102.27,30.96,54,68,4.88,ID,1590031650
549,Mozarlândia,-14.74,-50.57,22.2,82,0,2.19,BR,1590031650
550,Nanning,22.82,108.32,32.0,70,40,2.0,CN,1590031650
551,Jaipur,26.92,75.82,35.0,16,0,2.1,IN,1590031368
552,Synya,65.37,58.04,9.42,68,76,5.01,RU,1590031650
553,Red Bluff,40.18,-122.24,22.0,43,1,3.1,US,1590031650
554,Snåase,64.25,12.38,-1.85,90,0,1.83,NO,1590031650
555,Ca Mau,9.18,105.15,34.27,49,100,2.92,VN,1590031589
556,Moose Factory,51.26,-80.61,17.0,42,1,4.1,CA,1590031652
557,Mossamedes,-15.2,12.15,23.41,57,0,2.94,AO,1590031652
558,Rome,43.21,-75.46,14.0,47,1,2.6,US,1590031652
559,Yulara,-25.24,130.99,17.0,33,0,7.7,AU,1590031652
560,Half Moon Bay,37.46,-122.43,15.56,82,40,6.7,US,1590031652
561,Road Town,18.42,-64.62,27.22,91,55,6.66,VG,1590031524
562,Port Macquarie,-31.43,152.92,16.11,96,100,2.17,AU,1590031475
