,Source Account,Text,Date,Compound,Positive,Neutral,Negative,Tweet Count
133,CBS,"RT @CBSAllAccess: The Stand is coming. Get your first look at @WhoopiGoldberg as Mother Abigail, Alexander Skarsgård as Randall Flagg, and…",Wed May 20 21:54:45 +0000 2020,0.0,0.0,1.0,0.0,34
134,CBS,RT @swatcbs: It's all good. Stream #SWAT tonight at 10/9c on @CBS and @CBSAllAccess: https://t.co/ANyt4qWHHf https://t.co/kVC92p7CjT,Wed May 20 21:18:09 +0000 2020,0.4404,0.162,0.838,0.0,35
135,CBS,RT @BandB_CBS: The next two years just got even more #BoldandBeautiful! 💙 B&amp;B has officially been renewed for two more seasons. Learn more…,Wed May 20 20:38:30 +0000 2020,0.0,0.0,1.0,0.0,36
136,CBS,Watching Titanic on #CBSMovieNight with your own Jack or Rose from afar this weekend? Feel like KING OF THE WORLD w… https://t.co/lodYy2MQUs,Wed May 20 20:22:21 +0000 2020,0.3612,0.106,0.894,0.0,37
137,CBS,"RT @THR: After streaming online the past four years, the Daytime Emmys will air on CBS this June https://t.co/fyPW7WutcC",Wed May 20 18:55:21 +0000 2020,0.0,0.0,1.0,0.0,38
138,CBS,"RT @Variety: CBS to Air Daytime Emmys, Which Returns to TV for the First Time in Five Years https://t.co/OyMqqvHCG5",Wed May 20 18:54:34 +0000 2020,0.0,0.0,1.0,0.0,39
139,CBS,RT @TVLine: 2020 #DaytimeEmmys to Air on CBS in June; Winners and Guests Will Appear Remotely https://t.co/WViG7EI7t7,Wed May 20 18:53:17 +0000 2020,0.4767,0.162,0.838,0.0,40
140,CBS,RT @DEADLINE: Daytime Emmys To Air Live Virtual Ceremony On CBS In June; Nominations Coming Thursday https://t.co/Wz1GdJhdhI https://t.co/r…,Wed May 20 18:53:08 +0000 2020,0.0,0.0,1.0,0.0,41
141,CBS,RT @EW: CBS is bringing back the Daytime Emmys to broadcast TV https://t.co/r30Ziw6Tvn,Wed May 20 18:52:42 +0000 2020,0.0,0.0,1.0,0.0,42
142,CBS,"Big announcement on @TheTalkCBS today: The 47th ANNUAL DAYTIME EMMY® AWARDS will return to CBS Friday, June 26 at 8… https://t.co/gPmy1Gi0Rb",Wed May 20 18:30:35 +0000 2020,0.5766,0.151,0.849,0.0,43
143,CBS,Celebrate #AsianPacificAmericanHeritageMonth with @NCISLA's @DanielaRuah and CBS. https://t.co/Wu5JFKLcWN,Wed May 20 17:03:13 +0000 2020,0.5719,0.346,0.654,0.0,44
144,CBS,"RT @CBSThisMorning: One year ago today, @GayleKing, @AnthonyMasonCBS and @TonyDokoupil started anchoring together on @CBSThisMorning!  

@V…",Wed May 20 13:35:21 +0000 2020,0.0,0.0,1.0,0.0,45
145,CBS,RT @TheUnicornCBS: Anybody catch @Jeopardy tonight? 👀 https://t.co/SsiHX1n2J0,Wed May 20 13:32:38 +0000 2020,-0.4767,0.0,0.693,0.307,46
146,CBS,Let us help you make plans for later this year with the  2020-2021 CBS Primetime Schedule. https://t.co/hvQ3WEaevR https://t.co/4LqNExzIiX,Tue May 19 23:32:03 +0000 2020,0.4019,0.137,0.863,0.0,47
147,CBS,RT @IAMQUEENLATIFAH: I am so excited to be joining the @cbs family as The Equalizer! Coming to your screens Sundays at 8pm this Fall! #TheE…,Tue May 19 23:21:22 +0000 2020,0.5719,0.134,0.866,0.0,48
148,CBS,"RT @gameon: Elite athletes. Epic challenges. #GameOn premieres Wednesday, May 27 at 8/7c on CBS! https://t.co/j9K1BntSe3",Tue May 19 22:25:51 +0000 2020,0.1511,0.096,0.904,0.0,49
149,CBS,RT @CBSAllAccess: A fresh show has just hit CBS All Access. Every episode of the military drama 68 Whiskey is ready to binge! #68WhiskeyTV…,Tue May 19 21:24:45 +0000 2020,0.6239,0.188,0.812,0.0,50
150,CBS,RT @hicusick: Back in the fall!!! @macgyvercbs https://t.co/1iKgk8qQgm,Tue May 19 21:22:58 +0000 2020,0.0,0.0,1.0,0.0,51
151,CBS,RT @TVGuide: Here's @CBS's Fall 2020 tv schedule https://t.co/YReZdRvytW https://t.co/N6dvcNdlkc,Tue May 19 21:22:50 +0000 2020,0.0,0.0,1.0,0.0,52
152,CBS,RT @Cudlitz: #Clarice is coming to @cbs. Could not be more proud of this talented group. @Alex_Kurtzman #jennylemut @BecEBreeds @kalpenn #n…,Tue May 19 21:22:34 +0000 2020,0.1354,0.132,0.758,0.111,53
153,CBS,"Acclaimed Executive Producers @Alex_Kurtzman and Jenny Lumet talk about their new drama #Clarice, coming soon to CB… https://t.co/BMEBRizKOg",Tue May 19 19:25:24 +0000 2020,0.0,0.0,1.0,0.0,54
154,CBS,"Before #TheEqualizer joins the New 2020-2021 CBS Primetime Schedule, Executive Producer and Star @QueenLatifah and… https://t.co/2zZH1GMzJY",Tue May 19 19:24:12 +0000 2020,0.0,0.0,1.0,0.0,55
155,CBS,"From Executive Producers Chuck Lorre and Marco Pennette comes #BPositive, a new CBS comedy about getting a life. https://t.co/6hzgboonZT",Tue May 19 19:20:33 +0000 2020,0.3612,0.122,0.878,0.0,56
156,CBS,We're so excited to share the New 2020-2021 CBS Primetime Schedule with you. For more information about the new lin… https://t.co/6QD5FgFHrg,Tue May 19 19:19:00 +0000 2020,0.6318,0.213,0.787,0.0,57
157,CBS,RT @thegoodfight: Psst... Hey! Have a friend who still hasn't seen #TheGoodFight? Now's the time to change that with a one month free trial…,Tue May 19 18:04:08 +0000 2020,0.7777,0.236,0.764,0.0,58
158,CBS,RT @TheTalkCBS: The hosts play a quarantine “Quickie Deals” version of @letsmakeadeal with @WayneBrady and Jonathan Mangum (@Mangum1) and d…,Mon May 18 23:55:17 +0000 2020,0.34,0.112,0.888,0.0,59
159,CBS,"Near, far, wherever you are, #CBSMovieNight has Titanic this week. We set sail this Sunday at 7pm/6c on CBS and… https://t.co/dREVRylekC",Mon May 18 23:26:20 +0000 2020,0.0,0.0,1.0,0.0,60
160,CBS,"RT @broke: On this week's new #JaimesHappyHour, #Broke's @JaimeCamil welcomes the hilarious @IanKarmel from the new CBS show @GameOn and Th…",Mon May 18 21:31:17 +0000 2020,0.3818,0.206,0.687,0.107,61
161,CBS,"As we continue to experience these strange times, remember to stay connected. #AloneTogether https://t.co/49hz15cO3k",Mon May 18 20:24:16 +0000 2020,-0.2023,0.0,0.878,0.122,62
162,CBS,"Thanks for watching #MissionImpossible with us. Tune in Sunday, May 24 at 7/6c for next week's #CBSMovieNight, Tita… https://t.co/osqY9RXH1s",Mon May 18 02:30:07 +0000 2020,0.4404,0.139,0.861,0.0,63
163,CBS,"Same, after watching all that action. #CBSMovieNight https://t.co/tR8HSjj8hj",Mon May 18 02:29:48 +0000 2020,0.0,0.0,1.0,0.0,64
164,CBS,It's the conductor's last day before retirement. He doesn't have time for this. #CBSMovieNight https://t.co/Wtp9kNz3pN,Mon May 18 02:25:21 +0000 2020,0.0,0.0,1.0,0.0,65
165,CBS,We love an old-timey chunnel pursuit sequence. What's your favorite stunt from the #MissionImpossible movies?… https://t.co/xWVTWHQWFT,Mon May 18 02:24:23 +0000 2020,0.802,0.34,0.66,0.0,66
166,CBS,"How we remember our commute

#CBSMovieNight https://t.co/68aYfEZWKx",Mon May 18 02:22:40 +0000 2020,0.0,0.0,1.0,0.0,67
167,CBS,@JohnGumm @Bob_Herzog @Local12 @dopplertim @TomCruise There's still time. https://t.co/5CBa38hzbR,Mon May 18 02:07:30 +0000 2020,0.0,0.0,1.0,0.0,68
168,CBS,"@TeamRickandIlsa Especially the tall, bearded Russian guy in the beginning of the movie! 😉 #CBSMovieNight",Mon May 18 02:05:47 +0000 2020,0.0,0.0,1.0,0.0,69
169,CBS,@ReparSandra We're in for the long haul! Just wait until Titanic next week.  😊 #CBSMovieNight https://t.co/CGB12ljHsk,Mon May 18 02:04:50 +0000 2020,0.7424,0.259,0.741,0.0,70
170,CBS,"Inspired by another classic, THAT scene is even more iconic than you may have thought. #CBSMovieNight https://t.co/omQnD2D4Is",Mon May 18 02:00:00 +0000 2020,0.4939,0.167,0.833,0.0,71
171,CBS,@CathyWanza We remember (but we're like 90). 😉 https://t.co/RwBgd4LnPe,Mon May 18 01:59:24 +0000 2020,0.5023,0.265,0.735,0.0,72
172,CBS,@MrPEC_Tacular https://t.co/F0WOmcacKQ,Mon May 18 01:50:11 +0000 2020,0.0,0.0,1.0,0.0,73
173,CBS,"When you discover you're out of hand sanitizer 

#CBSMovieNight https://t.co/FUX8jo5HCJ",Mon May 18 01:38:38 +0000 2020,0.4939,0.262,0.738,0.0,74
174,CBS,"Does anyone have this level of core strength at this point of the quarantine? OK, probably @TomCruise.… https://t.co/SPsnWXT2Mw",Mon May 18 01:37:18 +0000 2020,0.4939,0.158,0.842,0.0,75
175,CBS,"To be honest, didn't we all have this look of anxiety when working on computers in 1996? #CBSMovieNight https://t.co/yIPO3tL22I",Mon May 18 01:35:41 +0000 2020,0.3818,0.15,0.773,0.077,76
176,CBS,It's weird to think that this is how we used to read email. #CBSMovieNight https://t.co/nz4CzzhGAu,Mon May 18 01:35:13 +0000 2020,-0.1779,0.0,0.892,0.108,77
177,CBS,"Ethan's really cruising.

Oh, we see what we did there. #CBSMovieNight https://t.co/i89gn4sJud",Mon May 18 01:22:49 +0000 2020,0.0,0.0,1.0,0.0,78
178,CBS,Pssh. Of course the answer is that Tom Cruise does his own stunts. 🙃 https://t.co/TfqO1dYXiX,Mon May 18 01:21:19 +0000 2020,0.0,0.0,1.0,0.0,79
179,CBS,What we say when we encounter two doctors. (We'll see ourselves out.) #CBSMovieNight https://t.co/3w4ybsfFHh,Mon May 18 01:02:10 +0000 2020,0.0,0.0,1.0,0.0,80
180,CBS,Who was Tom Cruise’s Stunt Double in #MissionImpossible? #CBSMovieNight,Mon May 18 01:00:18 +0000 2020,0.0,0.0,1.0,0.0,81
181,CBS,"Remember when we had to type ""INTERNET ACCESS"" to log on to the internet? Neither do we. #CBSMovieNight https://t.co/qv9Z4bbKsw",Mon May 18 00:49:56 +0000 2020,0.0,0.0,1.0,0.0,82
182,CBS,#TFW when you forget why you walked in this room. #CBSMovieNight https://t.co/kAEBGTWgQj,Mon May 18 00:47:35 +0000 2020,-0.2263,0.0,0.853,0.147,83
183,CBS,"In the end, the aquarium restaurant tanked.

See @TomCruise talk to @etnow back in 1996 about the making of the res… https://t.co/sC1Jch3raa",Mon May 18 00:38:31 +0000 2020,0.0,0.0,1.0,0.0,84
184,CBS,"Logging into your tenth Zoom meeting of the day

#CBSMovieNight https://t.co/c7MJHMQiSX",Mon May 18 00:36:56 +0000 2020,0.0,0.0,1.0,0.0,85
185,CBS,The correct answer was Job 314. https://t.co/ww4IP4Uc8L,Mon May 18 00:35:35 +0000 2020,0.0,0.0,1.0,0.0,86
186,CBS,We bet today's spies dress more business casual. #CBSMovieNight https://t.co/H058l9jEsU,Mon May 18 00:30:11 +0000 2020,0.2682,0.188,0.812,0.0,87
187,CBS,An all-time action film with a more stealthy take on the star of the show. #CBSMovieNight https://t.co/usLr0kv5t6,Mon May 18 00:30:00 +0000 2020,-0.101,0.0,0.92,0.08,88
188,CBS,"@frid_barnabas Yeah, it is. 😊 https://t.co/r9oxrfjTo6",Mon May 18 00:24:17 +0000 2020,0.802,0.539,0.461,0.0,89
189,CBS,"RT @CBSAllAccess: Your mission, should you choose to accept it: join us to watch #MissionImpossible on @CBS and #CBSAllAccess LIVE! #CBSMov…",Mon May 18 00:23:16 +0000 2020,0.6239,0.211,0.789,0.0,90
190,CBS,Ethan Hunt figures out the connection between a Bible verse and a hidden identity. What was the code name? #CBSMovieNight,Mon May 18 00:15:28 +0000 2020,0.0,0.0,1.0,0.0,91
191,CBS,"Trying to determine which show you're going to binge next like

#CBSMovieNight https://t.co/ntVcicJdpz",Mon May 18 00:13:45 +0000 2020,0.3612,0.172,0.828,0.0,92
192,CBS,"Stop trying to make ""Hasta lasagna, don't get any on ya"" happen, Jack. #CBSMovieNight https://t.co/3keX7hBadd",Mon May 18 00:11:55 +0000 2020,-0.296,0.0,0.864,0.136,93
193,CBS,Mission: Adorable. And Deadly #CBSMovieNight https://t.co/i2cFUROtjD,Mon May 18 00:09:26 +0000 2020,0.4939,0.39,0.61,0.0,94
194,CBS,"""We need to talk"" is a look. #CBSMovieNight https://t.co/Px2ToxbaXe",Mon May 18 00:08:50 +0000 2020,0.0,0.0,1.0,0.0,95
195,CBS,This advice is what makes us such an effective spy while sheltering in place. #CBSMovieNight https://t.co/IVTcXsgriu,Mon May 18 00:08:14 +0000 2020,0.4767,0.171,0.829,0.0,96
196,CBS,"When you listen to the #MissionImpossible theme song, but like, *really* listen to it.

Did you know this movie's v… https://t.co/ssL56uTCUS",Mon May 18 00:06:27 +0000 2020,0.5023,0.14,0.86,0.0,97
197,CBS,"A special Tom Cruise Easter Egg hidden, with a call back to another one of his most famous roles. #CBSMovieNight https://t.co/sr5s5YicNc",Mon May 18 00:05:00 +0000 2020,0.4019,0.119,0.881,0.0,98
198,CBS,"Come on, everybody. Sing along! You know the words: Dun dun DUN dun, DUN dun dun dun. #CBSMovieNight https://t.co/BTWI1uhBk5",Mon May 18 00:04:24 +0000 2020,0.0,0.0,1.0,0.0,99
199,CBS,Cheers to another great #CBSMovieNight! https://t.co/iUrQXo9whK,Mon May 18 00:03:53 +0000 2020,0.8172,0.652,0.348,0.0,100
200,CNN,A Trump administration official wrote in a strongly worded letter to Los Angeles officials that he was concerned th… https://t.co/t3O1IwGDjC,Sat May 23 03:18:30 +0000 2020,0.2732,0.1,0.9,0.0,1
201,CNN,"Wilson Roosevelt Jerman, a former White House butler who worked under 11 US Presidents, has died after contracting… https://t.co/LGkr2e2JjI",Sat May 23 03:01:03 +0000 2020,-0.5574,0.0,0.833,0.167,2
202,CNN,"The company has been renting cars since 1918, when it set up shop with a dozen Ford Model Ts, and has survived the… https://t.co/8WnY6PzEyj",Sat May 23 02:49:00 +0000 2020,0.5106,0.125,0.875,0.0,3
203,CNN,"Hertz has filed for bankruptcy.

The rental-car giant — which also operates the Dollar, Thrifty and Firefly brands… https://t.co/DuFrTKQror",Sat May 23 02:47:28 +0000 2020,0.0,0.0,1.0,0.0,4
204,CNN,"Prosecutors in Kentucky have filed a motion to drop attempted murder and assault charges against Kenneth Walker, th… https://t.co/7eAhpLEXRi",Sat May 23 02:38:49 +0000 2020,-0.9136,0.0,0.542,0.458,5
205,CNN,Basketball Hall of Famer and Georgetown men's basketball coach Patrick Ewing said he has tested positive for the no… https://t.co/L2PPScnE0S,Sat May 23 02:28:58 +0000 2020,0.5574,0.159,0.841,0.0,6
206,CNN,"RT @CuomoPrimeTime: Despite having no authority, Trump deems places of worship “essential.”

@ChrisCuomo: “[He] knows he does not have the…",Sat May 23 02:26:32 +0000 2020,0.3322,0.157,0.843,0.0,7
207,CNN,"""The danger is certainly very much out there,"" says Ohio Gov. Mike DeWine about going to places of worship during t… https://t.co/USyPwNziDs",Sat May 23 02:25:43 +0000 2020,0.0516,0.17,0.704,0.126,8
208,CNN,"Sportscaster Bob Costas says ""The Last Dance"" would have been ""highly-rated under any circumstances, but ... with n… https://t.co/P72WTuNrQk",Sat May 23 02:24:56 +0000 2020,0.0,0.0,1.0,0.0,9
209,CNN,Former Obama White House adviser John Holdren says the national supply stockpile is not equipped to handle a second… https://t.co/UxEutSjaHj,Sat May 23 02:22:37 +0000 2020,0.0,0.0,1.0,0.0,10
210,CNN,"Queens, NY Assemblyman @rontkim reacts to reports that coronavirus patients were sent to nursing homes in New York.… https://t.co/VRabHlwHbz",Sat May 23 02:21:13 +0000 2020,0.0,0.0,1.0,0.0,11
211,CNN,"Researchers in China reported results from one of the first Covid-19 vaccine trials, but experts who spoke to CNN w… https://t.co/4Xzaj1UtWt",Sat May 23 02:16:12 +0000 2020,0.0,0.0,1.0,0.0,12
212,CNN,"""It's not about Trump. It's about who is going to present the best deal for black people. ... I vote my interests,… https://t.co/N6gjo1LvwH",Sat May 23 02:09:59 +0000 2020,0.6369,0.16,0.84,0.0,13
213,CNN,The US Centers for Disease Control and Prevention acknowledged that it had mixed together results from viral and an… https://t.co/mlOPpjdGDE,Sat May 23 02:00:18 +0000 2020,0.0,0.0,1.0,0.0,14
214,CNN,"Religious institutions should provide soap and hand sanitizer, encourage the use of cloth masks and clean their fac… https://t.co/OsV5wcvEuI",Sat May 23 01:47:41 +0000 2020,0.8481,0.365,0.635,0.0,15
215,CNN,Michigan Gov. Gretchen Whitmer today signed a new executive order that extends the state's safer-at-home order to J… https://t.co/2DsJPBpw88,Sat May 23 01:37:22 +0000 2020,0.128,0.077,0.923,0.0,16
216,CNN,The head of the DOJ’s civil rights division wrote in a strongly-worded letter to LA officials that he was concerned… https://t.co/REoen97E8l,Sat May 23 01:27:08 +0000 2020,0.0,0.0,1.0,0.0,17
217,CNN,The Trump administration is attempting to galvanize international anger at China's repressive Hong Kong human right… https://t.co/6522hDU6z0,Sat May 23 01:13:31 +0000 2020,-0.7269,0.0,0.711,0.289,18
218,CNN,Whether due to political pressure — a charge Dr. Stephen Hahn denies — or the natural burden of dealing with a glob… https://t.co/Z3NP8Krj85,Sat May 23 01:00:57 +0000 2020,-0.6597,0.085,0.646,0.269,19
219,CNN,When do you think this pandemic began? Join @FareedZakaria to learn what he discovered. CNN Special Report – China’… https://t.co/CkvL9z3oJb,Sat May 23 01:00:12 +0000 2020,0.5994,0.214,0.786,0.0,20
220,CNN,Duke University President Vincent Price says he is looking at altering the fall semester schedule for in-person ins… https://t.co/C8DHgHHKL8,Sat May 23 00:51:00 +0000 2020,0.0,0.0,1.0,0.0,21
221,CNN,"Here are business stories you need to read today.

🥩 The cost of beef right now is up 12% from last year

🏠 With ho… https://t.co/ooWItavbYa",Sat May 23 00:48:05 +0000 2020,-0.2732,0.0,0.928,0.072,22
222,CNN,Rapper Quavo of the trio Migos announced on Instagram that he's joining other graduating seniors in the class of 20… https://t.co/T5av3HHmOd,Sat May 23 00:43:16 +0000 2020,0.0,0.0,1.0,0.0,23
223,CNN,"“We think we’re going to hit the milestone of 100,000 deaths over the four-day weekend,” says Dr. Chris Murray, res… https://t.co/5NPf4OQdL8",Sat May 23 00:41:00 +0000 2020,0.0,0.0,1.0,0.0,24
224,CNN,"The SEC will allow voluntary in-person athletic activities to resume on campuses beginning June 8, the college spor… https://t.co/J6kd6XstUG",Sat May 23 00:30:28 +0000 2020,0.2263,0.095,0.905,0.0,25
225,CNN,Daytona Beach Mayor Derrick Henry says he’s “concerned about a spike” in Covid-19 cases as his city braces for crow… https://t.co/mVdChilFFq,Sat May 23 00:28:59 +0000 2020,0.0,0.0,1.0,0.0,26
226,CNN,Public health officials in an Ohio's most populous county are apologizing for telling African Americans and communi… https://t.co/A3d0phi2Oh,Sat May 23 00:20:34 +0000 2020,-0.0772,0.0,0.929,0.071,27
227,CNN,"Africa has reported more than 100,000 cases of the novel coronavirus, with the virus spreading to every country on… https://t.co/F9TomQswGF",Sat May 23 00:06:41 +0000 2020,0.3182,0.108,0.892,0.0,28
228,CNN,"“I want to share that I have tested positive for COVID-19. This virus is serious and should not be taken lightly.""… https://t.co/WpfmMFJeUw",Fri May 22 23:55:51 +0000 2020,0.7003,0.269,0.682,0.049,29
229,CNN,"Nevada Gov. Steve Sisolak says he's hoping to allow casinos to reopen on June 4.

The governor announced that the s… https://t.co/MOLJwUTirT",Fri May 22 23:49:33 +0000 2020,0.5719,0.19,0.81,0.0,30
230,CNN,Researchers have finally published the data that led the federal government to recommend the use of the antiviral d… https://t.co/YH6WckWocj,Fri May 22 23:39:54 +0000 2020,0.3612,0.116,0.884,0.0,31
231,CNN,"A small study of 16 pregnant women who tested positive for Covid-19 found evidence of injury to the placenta, the o… https://t.co/7X3LBMHPVU",Fri May 22 23:22:38 +0000 2020,0.2023,0.136,0.758,0.106,32
232,CNN,"A new social media campaign is encouraging Americans to ""take out hate"" and order takeout from local Asian restaura… https://t.co/UczyF7TnVM",Fri May 22 23:06:56 +0000 2020,-0.0772,0.135,0.717,0.147,33
233,CNN,"We want to help you discover your lost WWII family history. To commemorate the 75th anniversary of the end of WWII,… https://t.co/DMoqxL2VG7",Fri May 22 23:06:00 +0000 2020,0.1779,0.158,0.751,0.091,34
234,CNN,This family got a rare surprise when their pregnant cat gave birth: a kitty with two faces https://t.co/XTN8V0gSLF https://t.co/UhiS7M8WRn,Fri May 22 22:49:25 +0000 2020,0.2732,0.104,0.896,0.0,35
235,CNN,Universal Orlando plans to reopen to the public on June 5 https://t.co/ooK2G0YidC,Fri May 22 22:34:03 +0000 2020,0.0,0.0,1.0,0.0,36
236,CNN,"Baltimore's mayor is urging President Trump to rethink his visit to the city on Memorial Day, arguing that the visi… https://t.co/39jbSdl4W7",Fri May 22 22:01:06 +0000 2020,-0.4588,0.0,0.87,0.13,37
237,CNN,Seriously ill Covid-19 patients who were treated with hydroxychloroquine or chloroquine were more likely to die or… https://t.co/UzodMcrNw5,Fri May 22 22:00:28 +0000 2020,-0.8255,0.0,0.634,0.366,38
238,CNN,"The mayor of Amarillo, Texas, is battling a rare form of blood cancer while coordinating her city's response to Cov… https://t.co/zWokUb8TtI",Fri May 22 21:59:29 +0000 2020,-0.7579,0.0,0.745,0.255,39
239,CNN,"Joe Biden says he “shouldn’t have been such a wise guy,” hours after he told a popular African American radio host… https://t.co/B05KR4jpKA",Fri May 22 21:55:44 +0000 2020,0.7096,0.228,0.772,0.0,40
240,CNN,"More than 38 million people have filed for unemployment since the Covid-19 crisis began, and the Senate just left W… https://t.co/5Y7TNL4UPh",Fri May 22 21:38:56 +0000 2020,-0.7906,0.0,0.731,0.269,41
241,CNN,As many as 80 million babies worldwide are missing out on routine childhood vaccines because of the coronavirus pan… https://t.co/6DufjaKIlu,Fri May 22 21:36:25 +0000 2020,-0.296,0.0,0.896,0.104,42
242,CNN,"A captain with the fire department in Tulsa, Oklahoma, is under arrest because police say he robbed two banks and s… https://t.co/TNGjnZAJ6o",Fri May 22 21:32:49 +0000 2020,-0.5859,0.0,0.806,0.194,43
243,CNN,"""Even though a strong silent majority of Americans support wearing masks, too many encounters around masking turn h… https://t.co/SPqKMGBk3z",Fri May 22 21:07:11 +0000 2020,0.7184,0.261,0.739,0.0,44
244,CNN,"Graduates all over the country heard virtual commencement speeches from actors, activists, presidents and more. In… https://t.co/xTU6btBn7c",Fri May 22 20:58:07 +0000 2020,0.0,0.0,1.0,0.0,45
245,CNN,"""I have signed the front of checks, I've signed the back of checks. So I understand the importance of small busines… https://t.co/0NR2Ow5X3t",Fri May 22 20:42:19 +0000 2020,0.3612,0.106,0.894,0.0,46
246,CNN,It's one thing to come up with the best way to spread out tables in a restaurant for social distancing. It's quite… https://t.co/XkQySQbZZt,Fri May 22 20:41:19 +0000 2020,0.6369,0.16,0.84,0.0,47
247,CNN,Baltimore Mayor Bernard “Jack” Young asks Pres. Trump to cancel his Memorial Day visit to the city because it’s non… https://t.co/yrGSuCYIou,Fri May 22 20:41:08 +0000 2020,-0.25,0.0,0.909,0.091,48
248,CNN,"FBI Director Christopher Wray, who was criticized earlier this month by President Trump following a review of forme… https://t.co/DRQ5I1U7q9",Fri May 22 20:26:00 +0000 2020,-0.3612,0.0,0.878,0.122,49
249,CNN,US investigators examining stock trades of Sen. Burr ahead of the pandemic markets sell-off are confronting constit… https://t.co/3zZExrIwxz,Fri May 22 20:09:18 +0000 2020,-0.1531,0.0,0.914,0.086,50
250,CNN,The candy that's known for its iconic rainbow is ditching their colorful symbol for Pride Month to celebrate and su… https://t.co/NOWIdGF8HP,Fri May 22 19:51:41 +0000 2020,0.7269,0.243,0.757,0.0,51
251,CNN,"The mayor of Baltimore is urging President Trump to rethink his visit to the city on Memorial Day, arguing that the… https://t.co/Wvv4W2oqHh",Fri May 22 19:40:47 +0000 2020,-0.4588,0.0,0.875,0.125,52
252,CNN,The National Enquirer was in every supermarket checkout line in America! Get the dirty truth on America's most noto… https://t.co/TPGuZ08fvD,Fri May 22 19:30:12 +0000 2020,-0.2244,0.098,0.766,0.136,53
253,CNN,"Virginia Gov. Ralph Northam has signed legislation that decriminalizes marijuana possession, joining a majority of… https://t.co/CAWRaxt28h",Fri May 22 19:10:02 +0000 2020,0.0,0.0,1.0,0.0,54
254,CNN,"President Trump announced that his administration is issuing guidance deeming places of worship ""essential"" during… https://t.co/cZvSPxTtm9",Fri May 22 18:59:41 +0000 2020,0.296,0.128,0.872,0.0,55
255,CNN,"A giant wave has appeared on the LED façade of South Korea's biggest digital billboard, located in Seoul's Gangnam… https://t.co/b4z6yy7uKe",Fri May 22 18:50:03 +0000 2020,0.0,0.0,1.0,0.0,56
256,CNN,"Most of us are stressed. Really stressed.

The reality of job losses, economic uncertainty, social isolation, homes… https://t.co/t4cg1E5sh6",Fri May 22 18:40:04 +0000 2020,-0.8977,0.0,0.502,0.498,57
257,CNN,"RT @CNNnewsroom: Dr. Deborah Birx encourages people to enjoy their holiday weekend, but to practice social distancing. 

“We continue to re…",Fri May 22 18:34:12 +0000 2020,0.5994,0.247,0.753,0.0,58
258,CNN,"""My dream is to meet every kid in the entire world and give them art."" This girl has sent over 1,500 children in ho… https://t.co/mt5iHaBSOL",Fri May 22 18:30:16 +0000 2020,0.25,0.077,0.923,0.0,59
259,CNN,"Scientists have created a mouse embryo that's part human — 4% to be exact.

This human-mouse chimera has by far the… https://t.co/CJfcbq2GGF",Fri May 22 18:20:06 +0000 2020,0.25,0.087,0.913,0.0,60
260,CNN,"Secretary of State Mike Pompeo has condemned China's proposed national security law for Hong Kong, warning that the… https://t.co/901TKgdGGd",Fri May 22 18:10:05 +0000 2020,-0.4404,0.101,0.675,0.224,61
261,CNN,Mike Pompeo pushed State Department officials to find a way to justify the emergency declaration that he had alread… https://t.co/qazt1XEyTx,Fri May 22 18:00:06 +0000 2020,-0.3818,0.0,0.88,0.12,62
262,CNN,Seriously ill Covid-19 patients who were treated with hydroxychloroquine and chloroquine were more likely to die or… https://t.co/eEfyaYHsdi,Fri May 22 17:51:39 +0000 2020,-0.8255,0.0,0.634,0.366,63
263,CNN,"Now that so many companies are working remotely, job interviews are happening on a computer screen. That brings add… https://t.co/qLHadFWd8C",Fri May 22 17:40:33 +0000 2020,0.0,0.0,1.0,0.0,64
264,CNN,A man who recorded the fatal shooting of Ahmaud Arbery in Georgia was arrested in part because investigators believ… https://t.co/6ZeTDY8w9D,Fri May 22 17:30:07 +0000 2020,-0.765,0.0,0.732,0.268,65
265,CNN,"""Those living in America's biggest cities may be questioning whether they should hunker down or flee to bigger, mor… https://t.co/TKXVlOBIiy",Fri May 22 17:20:04 +0000 2020,-0.1027,0.0,0.931,0.069,66
266,CNN,Actress Lori Loughlin and fashion designer husband Mossimo Giannulli formally pleaded guilty to conspiracy charges… https://t.co/XbJ7TUlAIn,Fri May 22 17:10:08 +0000 2020,-0.7351,0.0,0.693,0.307,67
267,CNN,Unemployment rates in 43 states set record highs last month as the coronavirus pandemic forced nonessential busines… https://t.co/vhgyxkwGit,Fri May 22 17:04:12 +0000 2020,-0.7096,0.0,0.731,0.269,68
268,CNN,"A lawyer who represented Tara Reade, the woman who has accused Joe Biden of sexually assaulting her in 1993, announ… https://t.co/inBWY5t72u",Fri May 22 16:50:06 +0000 2020,-0.6705,0.0,0.776,0.224,69
269,CNN,"Travelers to the UK will be required to self-isolate for 14 days, beginning June 8. https://t.co/wl9efe70bn",Fri May 22 16:40:04 +0000 2020,0.0,0.0,1.0,0.0,70
270,CNN,"Jerry Sloan, the longtime Utah Jazz head coach who led the team to the NBA Finals twice and ranks third among NBA c… https://t.co/BEOgRvqTt7",Fri May 22 16:30:24 +0000 2020,0.0,0.0,1.0,0.0,71
